episode,cum_reward,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5
10,-18975.034757422254,-3162.5057929037116,-3162.5057929037116,-3162.5057929037116,-3162.5057929037116,-3162.5057929037116,-3162.5057929037116
20,-36886.44481987743,-6147.740803312901,-6147.740803312901,-6147.740803312901,-6147.740803312901,-6147.740803312901,-6147.740803312901
30,-46937.50335736586,-7822.917226227645,-7822.917226227645,-7822.917226227645,-7822.917226227645,-7822.917226227645,-7822.917226227645
40,-46464.58692782639,-7744.0978213044,-7744.0978213044,-7744.0978213044,-7744.0978213044,-7744.0978213044,-7744.0978213044
50,-38175.824752586566,-6362.637458764433,-6362.637458764433,-6362.637458764433,-6362.637458764433,-6362.637458764433,-6362.637458764433
60,-42313.64440018688,-7052.274066697812,-7052.274066697812,-7052.274066697812,-7052.274066697812,-7052.274066697812,-7052.274066697812
70,-44712.92875507375,-7452.154792512294,-7452.154792512294,-7452.154792512294,-7452.154792512294,-7452.154792512294,-7452.154792512294
80,-44075.875731123466,-7345.979288520578,-7345.979288520578,-7345.979288520578,-7345.979288520578,-7345.979288520578,-7345.979288520578
90,-45163.37300113437,-7527.228833522395,-7527.228833522395,-7527.228833522395,-7527.228833522395,-7527.228833522395,-7527.228833522395
100,-42760.31193567137,-7126.718655945233,-7126.718655945233,-7126.718655945233,-7126.718655945233,-7126.718655945233,-7126.718655945233
110,-41752.49777347875,-6958.749628913125,-6958.749628913125,-6958.749628913125,-6958.749628913125,-6958.749628913125,-6958.749628913125
120,-47502.23260845139,-7917.038768075239,-7917.038768075239,-7917.038768075239,-7917.038768075239,-7917.038768075239,-7917.038768075239
130,-52404.18391315534,-8734.030652192556,-8734.030652192556,-8734.030652192556,-8734.030652192556,-8734.030652192556,-8734.030652192556
140,-51200.386462054856,-8533.39774367581,-8533.39774367581,-8533.39774367581,-8533.39774367581,-8533.39774367581,-8533.39774367581
150,-51453.89822010831,-8575.649703351386,-8575.649703351386,-8575.649703351386,-8575.649703351386,-8575.649703351386,-8575.649703351386
160,-48650.164118026834,-8108.360686337796,-8108.360686337796,-8108.360686337796,-8108.360686337796,-8108.360686337796,-8108.360686337796
170,-50314.46436910406,-8385.744061517347,-8385.744061517347,-8385.744061517347,-8385.744061517347,-8385.744061517347,-8385.744061517347
180,-49074.51675973971,-8179.086126623282,-8179.086126623282,-8179.086126623282,-8179.086126623282,-8179.086126623282,-8179.086126623282
190,-49549.80478793035,-8258.300797988395,-8258.300797988395,-8258.300797988395,-8258.300797988395,-8258.300797988395,-8258.300797988395
200,-52381.76327275203,-8730.293878792008,-8730.293878792008,-8730.293878792008,-8730.293878792008,-8730.293878792008,-8730.293878792008
210,-52190.464390448135,-8698.410731741362,-8698.410731741362,-8698.410731741362,-8698.410731741362,-8698.410731741362,-8698.410731741362
220,-52059.77950091158,-8676.629916818596,-8676.629916818596,-8676.629916818596,-8676.629916818596,-8676.629916818596,-8676.629916818596
230,-50547.84153805504,-8424.640256342509,-8424.640256342509,-8424.640256342509,-8424.640256342509,-8424.640256342509,-8424.640256342509
240,-52815.460341432576,-8802.576723572096,-8802.576723572096,-8802.576723572096,-8802.576723572096,-8802.576723572096,-8802.576723572096
250,-54699.78384832945,-9116.630641388232,-9116.630641388232,-9116.630641388232,-9116.630641388232,-9116.630641388232,-9116.630641388232
260,-53879.73924259363,-8979.956540432277,-8979.956540432277,-8979.956540432277,-8979.956540432277,-8979.956540432277,-8979.956540432277
270,-54537.14332092293,-9089.523886820487,-9089.523886820487,-9089.523886820487,-9089.523886820487,-9089.523886820487,-9089.523886820487
280,-53301.15900864918,-8883.526501441529,-8883.526501441529,-8883.526501441529,-8883.526501441529,-8883.526501441529,-8883.526501441529
290,-54216.840049258586,-9036.140008209772,-9036.140008209772,-9036.140008209772,-9036.140008209772,-9036.140008209772,-9036.140008209772
300,-54064.05927840718,-9010.676546401199,-9010.676546401199,-9010.676546401199,-9010.676546401199,-9010.676546401199,-9010.676546401199
310,-55028.51558043833,-9171.419263406391,-9171.419263406391,-9171.419263406391,-9171.419263406391,-9171.419263406391,-9171.419263406391
320,-56028.55622627778,-9338.09270437963,-9338.09270437963,-9338.09270437963,-9338.09270437963,-9338.09270437963,-9338.09270437963
