episode,cum_reward,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5
10,-45758.43817408843,-7626.406362348067,-7626.406362348067,-7626.406362348067,-7626.406362348067,-7626.406362348067,-7626.406362348067
20,-55572.33448156556,-9262.055746927594,-9262.055746927594,-9262.055746927594,-9262.055746927594,-9262.055746927594,-9262.055746927594
30,-72552.01709050656,-12092.002848417762,-12092.002848417762,-12092.002848417762,-12092.002848417762,-12092.002848417762,-12092.002848417762
40,-77119.41593564607,-12853.23598927435,-12853.23598927435,-12853.23598927435,-12853.23598927435,-12853.23598927435,-12853.23598927435
50,-75024.83923106088,-12504.139871843476,-12504.139871843476,-12504.139871843476,-12504.139871843476,-12504.139871843476,-12504.139871843476
60,-46657.728778000084,-7776.28812966668,-7776.28812966668,-7776.28812966668,-7776.28812966668,-7776.28812966668,-7776.28812966668
70,-36767.70813411535,-6127.951355685894,-6127.951355685894,-6127.951355685894,-6127.951355685894,-6127.951355685894,-6127.951355685894
80,-27020.732485122666,-4503.455414187105,-4503.455414187105,-4503.455414187105,-4503.455414187105,-4503.455414187105,-4503.455414187105
90,-24475.864481560602,-4079.310746926766,-4079.310746926766,-4079.310746926766,-4079.310746926766,-4079.310746926766,-4079.310746926766
100,-25928.95002971453,-4321.491671619088,-4321.491671619088,-4321.491671619088,-4321.491671619088,-4321.491671619088,-4321.491671619088
110,-27359.915026557504,-4559.985837759584,-4559.985837759584,-4559.985837759584,-4559.985837759584,-4559.985837759584,-4559.985837759584
120,-26496.2650150245,-4416.044169170749,-4416.044169170749,-4416.044169170749,-4416.044169170749,-4416.044169170749,-4416.044169170749
130,-31207.706655753253,-5201.284442625544,-5201.284442625544,-5201.284442625544,-5201.284442625544,-5201.284442625544,-5201.284442625544
140,-24614.95368311237,-4102.49228051873,-4102.49228051873,-4102.49228051873,-4102.49228051873,-4102.49228051873,-4102.49228051873
150,-28712.321085385338,-4785.386847564225,-4785.386847564225,-4785.386847564225,-4785.386847564225,-4785.386847564225,-4785.386847564225
160,-29352.41323710785,-4892.068872851309,-4892.068872851309,-4892.068872851309,-4892.068872851309,-4892.068872851309,-4892.068872851309
170,-33732.609407168275,-5622.101567861384,-5622.101567861384,-5622.101567861384,-5622.101567861384,-5622.101567861384,-5622.101567861384
180,-31129.057196782105,-5188.176199463684,-5188.176199463684,-5188.176199463684,-5188.176199463684,-5188.176199463684,-5188.176199463684
190,-35340.71430219432,-5890.119050365722,-5890.119050365722,-5890.119050365722,-5890.119050365722,-5890.119050365722,-5890.119050365722
200,-33426.95008382008,-5571.158347303347,-5571.158347303347,-5571.158347303347,-5571.158347303347,-5571.158347303347,-5571.158347303347
210,-38548.91920149522,-6424.819866915872,-6424.819866915872,-6424.819866915872,-6424.819866915872,-6424.819866915872,-6424.819866915872
220,-43532.48486195483,-7255.414143659145,-7255.414143659145,-7255.414143659145,-7255.414143659145,-7255.414143659145,-7255.414143659145
230,-42592.22125673415,-7098.703542789024,-7098.703542789024,-7098.703542789024,-7098.703542789024,-7098.703542789024,-7098.703542789024
240,-36199.380139950445,-6033.230023325076,-6033.230023325076,-6033.230023325076,-6033.230023325076,-6033.230023325076,-6033.230023325076
250,-39160.71560031477,-6526.785933385798,-6526.785933385798,-6526.785933385798,-6526.785933385798,-6526.785933385798,-6526.785933385798
260,-39426.306671645776,-6571.051111940968,-6571.051111940968,-6571.051111940968,-6571.051111940968,-6571.051111940968,-6571.051111940968
270,-45853.760880808484,-7642.293480134748,-7642.293480134748,-7642.293480134748,-7642.293480134748,-7642.293480134748,-7642.293480134748
280,-43460.10881357642,-7243.3514689294025,-7243.3514689294025,-7243.3514689294025,-7243.3514689294025,-7243.3514689294025,-7243.3514689294025
290,-43016.282481757065,-7169.380413626178,-7169.380413626178,-7169.380413626178,-7169.380413626178,-7169.380413626178,-7169.380413626178
300,-42509.561099986226,-7084.926849997704,-7084.926849997704,-7084.926849997704,-7084.926849997704,-7084.926849997704,-7084.926849997704
310,-30579.300514334078,-5096.550085722348,-5096.550085722348,-5096.550085722348,-5096.550085722348,-5096.550085722348,-5096.550085722348
