episode,cum_reward,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5
10,-15425.978993248767,-2570.996498874794,-2570.996498874794,-2570.996498874794,-2570.996498874794,-2570.996498874794,-2570.996498874794
20,-42004.54554869427,-7000.757591449042,-7000.757591449042,-7000.757591449042,-7000.757591449042,-7000.757591449042,-7000.757591449042
30,-38046.71132463978,-6341.11855410663,-6341.11855410663,-6341.11855410663,-6341.11855410663,-6341.11855410663,-6341.11855410663
40,-33498.68438167292,-5583.114063612152,-5583.114063612152,-5583.114063612152,-5583.114063612152,-5583.114063612152,-5583.114063612152
50,-39083.29996064114,-6513.883326773525,-6513.883326773525,-6513.883326773525,-6513.883326773525,-6513.883326773525,-6513.883326773525
60,-40900.261669428626,-6816.710278238106,-6816.710278238106,-6816.710278238106,-6816.710278238106,-6816.710278238106,-6816.710278238106
70,-41855.67247214512,-6975.945412024186,-6975.945412024186,-6975.945412024186,-6975.945412024186,-6975.945412024186,-6975.945412024186
80,-48524.84025261898,-8087.473375436499,-8087.473375436499,-8087.473375436499,-8087.473375436499,-8087.473375436499,-8087.473375436499
90,-46594.78971182775,-7765.7982853046215,-7765.7982853046215,-7765.7982853046215,-7765.7982853046215,-7765.7982853046215,-7765.7982853046215
100,-43276.81102640458,-7212.801837734098,-7212.801837734098,-7212.801837734098,-7212.801837734098,-7212.801837734098,-7212.801837734098
110,-43309.41024418676,-7218.235040697793,-7218.235040697793,-7218.235040697793,-7218.235040697793,-7218.235040697793,-7218.235040697793
120,-43115.87910513425,-7185.979850855709,-7185.979850855709,-7185.979850855709,-7185.979850855709,-7185.979850855709,-7185.979850855709
130,-42357.58055138167,-7059.596758563608,-7059.596758563608,-7059.596758563608,-7059.596758563608,-7059.596758563608,-7059.596758563608
140,-42707.888539483145,-7117.981423247188,-7117.981423247188,-7117.981423247188,-7117.981423247188,-7117.981423247188,-7117.981423247188
150,-41946.87609724248,-6991.146016207075,-6991.146016207075,-6991.146016207075,-6991.146016207075,-6991.146016207075,-6991.146016207075
160,-41598.66197601126,-6933.110329335212,-6933.110329335212,-6933.110329335212,-6933.110329335212,-6933.110329335212,-6933.110329335212
170,-42193.134171782665,-7032.189028630448,-7032.189028630448,-7032.189028630448,-7032.189028630448,-7032.189028630448,-7032.189028630448
180,-41415.99414380507,-6902.665690634179,-6902.665690634179,-6902.665690634179,-6902.665690634179,-6902.665690634179,-6902.665690634179
190,-42730.942429602364,-7121.823738267066,-7121.823738267066,-7121.823738267066,-7121.823738267066,-7121.823738267066,-7121.823738267066
200,-41855.3587952656,-6975.89313254427,-6975.89313254427,-6975.89313254427,-6975.89313254427,-6975.89313254427,-6975.89313254427
210,-42282.20486535495,-7047.034144225821,-7047.034144225821,-7047.034144225821,-7047.034144225821,-7047.034144225821,-7047.034144225821
220,-42078.98807159219,-7013.164678598701,-7013.164678598701,-7013.164678598701,-7013.164678598701,-7013.164678598701,-7013.164678598701
230,-42850.87449366737,-7141.812415611226,-7141.812415611226,-7141.812415611226,-7141.812415611226,-7141.812415611226,-7141.812415611226
240,-44458.52031926035,-7409.7533865434,-7409.7533865434,-7409.7533865434,-7409.7533865434,-7409.7533865434,-7409.7533865434
250,-45184.72243687178,-7530.787072811962,-7530.787072811962,-7530.787072811962,-7530.787072811962,-7530.787072811962,-7530.787072811962
260,-45227.48838618975,-7537.914731031626,-7537.914731031626,-7537.914731031626,-7537.914731031626,-7537.914731031626,-7537.914731031626
270,-45428.67144560302,-7571.445240933838,-7571.445240933838,-7571.445240933838,-7571.445240933838,-7571.445240933838,-7571.445240933838
280,-44203.07001823145,-7367.178336371912,-7367.178336371912,-7367.178336371912,-7367.178336371912,-7367.178336371912,-7367.178336371912
290,-44821.046442327846,-7470.174407054643,-7470.174407054643,-7470.174407054643,-7470.174407054643,-7470.174407054643,-7470.174407054643
300,-44668.70193360729,-7444.783655601207,-7444.783655601207,-7444.783655601207,-7444.783655601207,-7444.783655601207,-7444.783655601207
310,-45118.36649196576,-7519.727748660958,-7519.727748660958,-7519.727748660958,-7519.727748660958,-7519.727748660958,-7519.727748660958
320,-44236.514620418166,-7372.752436736363,-7372.752436736363,-7372.752436736363,-7372.752436736363,-7372.752436736363,-7372.752436736363
330,-44474.653347106476,-7412.44222451775,-7412.44222451775,-7412.44222451775,-7412.44222451775,-7412.44222451775,-7412.44222451775
340,-43287.524901627316,-7214.587483604557,-7214.587483604557,-7214.587483604557,-7214.587483604557,-7214.587483604557,-7214.587483604557
350,-42944.98934292711,-7157.498223821186,-7157.498223821186,-7157.498223821186,-7157.498223821186,-7157.498223821186,-7157.498223821186
360,-42362.54258758096,-7060.423764596827,-7060.423764596827,-7060.423764596827,-7060.423764596827,-7060.423764596827,-7060.423764596827
370,-43425.20471125885,-7237.534118543139,-7237.534118543139,-7237.534118543139,-7237.534118543139,-7237.534118543139,-7237.534118543139
380,-44119.19205898237,-7353.198676497067,-7353.198676497067,-7353.198676497067,-7353.198676497067,-7353.198676497067,-7353.198676497067
390,-43746.081496236686,-7291.013582706114,-7291.013582706114,-7291.013582706114,-7291.013582706114,-7291.013582706114,-7291.013582706114
400,-44306.27834780052,-7384.379724633417,-7384.379724633417,-7384.379724633417,-7384.379724633417,-7384.379724633417,-7384.379724633417
410,-46160.51741812307,-7693.419569687176,-7693.419569687176,-7693.419569687176,-7693.419569687176,-7693.419569687176,-7693.419569687176
420,-43611.53702463119,-7268.589504105199,-7268.589504105199,-7268.589504105199,-7268.589504105199,-7268.589504105199,-7268.589504105199
430,-44928.08566524245,-7488.014277540409,-7488.014277540409,-7488.014277540409,-7488.014277540409,-7488.014277540409,-7488.014277540409
440,-44988.78476736818,-7498.130794561368,-7498.130794561368,-7498.130794561368,-7498.130794561368,-7498.130794561368,-7498.130794561368
450,-45405.33874331591,-7567.55645721932,-7567.55645721932,-7567.55645721932,-7567.55645721932,-7567.55645721932,-7567.55645721932
460,-43977.93642512513,-7329.65607085419,-7329.65607085419,-7329.65607085419,-7329.65607085419,-7329.65607085419,-7329.65607085419
470,-45938.17169572383,-7656.361949287309,-7656.361949287309,-7656.361949287309,-7656.361949287309,-7656.361949287309,-7656.361949287309
480,-46574.86453347006,-7762.477422245009,-7762.477422245009,-7762.477422245009,-7762.477422245009,-7762.477422245009,-7762.477422245009
490,-44222.111702419556,-7370.351950403259,-7370.351950403259,-7370.351950403259,-7370.351950403259,-7370.351950403259,-7370.351950403259
500,-43635.45691139035,-7272.576151898395,-7272.576151898395,-7272.576151898395,-7272.576151898395,-7272.576151898395,-7272.576151898395
510,-46142.59597850928,-7690.432663084883,-7690.432663084883,-7690.432663084883,-7690.432663084883,-7690.432663084883,-7690.432663084883
520,-49353.33583194949,-8225.55597199158,-8225.55597199158,-8225.55597199158,-8225.55597199158,-8225.55597199158,-8225.55597199158
530,-45732.46105416298,-7622.076842360501,-7622.076842360501,-7622.076842360501,-7622.076842360501,-7622.076842360501,-7622.076842360501
540,-44669.35619337224,-7444.892698895366,-7444.892698895366,-7444.892698895366,-7444.892698895366,-7444.892698895366,-7444.892698895366
550,-46675.40856601547,-7779.234761002578,-7779.234761002578,-7779.234761002578,-7779.234761002578,-7779.234761002578,-7779.234761002578
560,-46507.43990540824,-7751.239984234698,-7751.239984234698,-7751.239984234698,-7751.239984234698,-7751.239984234698,-7751.239984234698
570,-44731.27633797226,-7455.212722995375,-7455.212722995375,-7455.212722995375,-7455.212722995375,-7455.212722995375,-7455.212722995375
580,-44801.49821708526,-7466.916369514203,-7466.916369514203,-7466.916369514203,-7466.916369514203,-7466.916369514203,-7466.916369514203
590,-42406.12601927436,-7067.687669879057,-7067.687669879057,-7067.687669879057,-7067.687669879057,-7067.687669879057,-7067.687669879057
600,-43394.582222566125,-7232.4303704276845,-7232.4303704276845,-7232.4303704276845,-7232.4303704276845,-7232.4303704276845,-7232.4303704276845
610,-46680.74612076554,-7780.124353460918,-7780.124353460918,-7780.124353460918,-7780.124353460918,-7780.124353460918,-7780.124353460918
620,-42626.28949522112,-7104.381582536856,-7104.381582536856,-7104.381582536856,-7104.381582536856,-7104.381582536856,-7104.381582536856
630,-44229.251542675054,-7371.541923779175,-7371.541923779175,-7371.541923779175,-7371.541923779175,-7371.541923779175,-7371.541923779175
640,-42886.74023238103,-7147.790038730171,-7147.790038730171,-7147.790038730171,-7147.790038730171,-7147.790038730171,-7147.790038730171
650,-43092.15090801485,-7182.025151335809,-7182.025151335809,-7182.025151335809,-7182.025151335809,-7182.025151335809,-7182.025151335809
660,-45160.614689199094,-7526.769114866515,-7526.769114866515,-7526.769114866515,-7526.769114866515,-7526.769114866515,-7526.769114866515
670,-43746.50978702847,-7291.084964504747,-7291.084964504747,-7291.084964504747,-7291.084964504747,-7291.084964504747,-7291.084964504747
680,-45839.14975628076,-7639.858292713456,-7639.858292713456,-7639.858292713456,-7639.858292713456,-7639.858292713456,-7639.858292713456
690,-44046.84999159485,-7341.141665265801,-7341.141665265801,-7341.141665265801,-7341.141665265801,-7341.141665265801,-7341.141665265801
700,-43459.18888685049,-7243.198147808417,-7243.198147808417,-7243.198147808417,-7243.198147808417,-7243.198147808417,-7243.198147808417
710,-44264.797371782784,-7377.466228630471,-7377.466228630471,-7377.466228630471,-7377.466228630471,-7377.466228630471,-7377.466228630471
720,-45147.99846315231,-7524.666410525386,-7524.666410525386,-7524.666410525386,-7524.666410525386,-7524.666410525386,-7524.666410525386
730,-43016.24056694233,-7169.3734278237225,-7169.3734278237225,-7169.3734278237225,-7169.3734278237225,-7169.3734278237225,-7169.3734278237225
740,-45961.66284862089,-7660.2771414368135,-7660.2771414368135,-7660.2771414368135,-7660.2771414368135,-7660.2771414368135,-7660.2771414368135
750,-43731.37281439324,-7288.562135732202,-7288.562135732202,-7288.562135732202,-7288.562135732202,-7288.562135732202,-7288.562135732202
760,-45643.51778461383,-7607.252964102301,-7607.252964102301,-7607.252964102301,-7607.252964102301,-7607.252964102301,-7607.252964102301
770,-43770.65526941238,-7295.109211568731,-7295.109211568731,-7295.109211568731,-7295.109211568731,-7295.109211568731,-7295.109211568731
780,-43523.819962193,-7253.969993698833,-7253.969993698833,-7253.969993698833,-7253.969993698833,-7253.969993698833,-7253.969993698833
790,-43152.37436360258,-7192.062393933765,-7192.062393933765,-7192.062393933765,-7192.062393933765,-7192.062393933765,-7192.062393933765
800,-43068.34827045049,-7178.058045075081,-7178.058045075081,-7178.058045075081,-7178.058045075081,-7178.058045075081,-7178.058045075081
810,-42155.660486989895,-7025.943414498315,-7025.943414498315,-7025.943414498315,-7025.943414498315,-7025.943414498315,-7025.943414498315
820,-43583.74765471436,-7263.957942452385,-7263.957942452385,-7263.957942452385,-7263.957942452385,-7263.957942452385,-7263.957942452385
830,-41855.63273591698,-6975.938789319492,-6975.938789319492,-6975.938789319492,-6975.938789319492,-6975.938789319492,-6975.938789319492
840,-42448.542123466534,-7074.75702057775,-7074.75702057775,-7074.75702057775,-7074.75702057775,-7074.75702057775,-7074.75702057775
850,-43211.60210717368,-7201.933684528939,-7201.933684528939,-7201.933684528939,-7201.933684528939,-7201.933684528939,-7201.933684528939
860,-42679.71794624737,-7113.286324374562,-7113.286324374562,-7113.286324374562,-7113.286324374562,-7113.286324374562,-7113.286324374562
870,-42626.604000807136,-7104.434000134528,-7104.434000134528,-7104.434000134528,-7104.434000134528,-7104.434000134528,-7104.434000134528
880,-43013.191944070626,-7168.865324011771,-7168.865324011771,-7168.865324011771,-7168.865324011771,-7168.865324011771,-7168.865324011771
890,-41882.899368582104,-6980.483228097013,-6980.483228097013,-6980.483228097013,-6980.483228097013,-6980.483228097013,-6980.483228097013
900,-41561.589561215194,-6926.931593535863,-6926.931593535863,-6926.931593535863,-6926.931593535863,-6926.931593535863,-6926.931593535863
910,-41502.230503565646,-6917.038417260932,-6917.038417260932,-6917.038417260932,-6917.038417260932,-6917.038417260932,-6917.038417260932
920,-42087.07742321983,-7014.512903869977,-7014.512903869977,-7014.512903869977,-7014.512903869977,-7014.512903869977,-7014.512903869977
930,-41634.43707986006,-6939.0728466433475,-6939.0728466433475,-6939.0728466433475,-6939.0728466433475,-6939.0728466433475,-6939.0728466433475
940,-43473.56712661187,-7245.594521101972,-7245.594521101972,-7245.594521101972,-7245.594521101972,-7245.594521101972,-7245.594521101972
950,-42535.07233788803,-7089.178722981339,-7089.178722981339,-7089.178722981339,-7089.178722981339,-7089.178722981339,-7089.178722981339
960,-42707.48848734846,-7117.914747891402,-7117.914747891402,-7117.914747891402,-7117.914747891402,-7117.914747891402,-7117.914747891402
970,-43936.245313927655,-7322.707552321275,-7322.707552321275,-7322.707552321275,-7322.707552321275,-7322.707552321275,-7322.707552321275
980,-42354.78340946531,-7059.1305682442235,-7059.1305682442235,-7059.1305682442235,-7059.1305682442235,-7059.1305682442235,-7059.1305682442235
990,-43432.49440655322,-7238.749067758872,-7238.749067758872,-7238.749067758872,-7238.749067758872,-7238.749067758872,-7238.749067758872
1000,-43167.09305086373,-7194.515508477287,-7194.515508477287,-7194.515508477287,-7194.515508477287,-7194.515508477287,-7194.515508477287
