episode,cum_reward,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5
10,-32245.376921348303,-5374.229486891383,-5374.229486891383,-5374.229486891383,-5374.229486891383,-5374.229486891383,-5374.229486891383
20,-44533.146249452824,-7422.191041575464,-7422.191041575464,-7422.191041575464,-7422.191041575464,-7422.191041575464,-7422.191041575464
30,-43346.89597702129,-7224.482662836883,-7224.482662836883,-7224.482662836883,-7224.482662836883,-7224.482662836883,-7224.482662836883
40,-43854.91345999395,-7309.152243332316,-7309.152243332316,-7309.152243332316,-7309.152243332316,-7309.152243332316,-7309.152243332316
50,-40156.693163691714,-6692.782193948621,-6692.782193948621,-6692.782193948621,-6692.782193948621,-6692.782193948621,-6692.782193948621
60,-41240.53805502284,-6873.423009170474,-6873.423009170474,-6873.423009170474,-6873.423009170474,-6873.423009170474,-6873.423009170474
70,-46927.459765541855,-7821.243294256979,-7821.243294256979,-7821.243294256979,-7821.243294256979,-7821.243294256979,-7821.243294256979
80,-48831.009962644384,-8138.501660440731,-8138.501660440731,-8138.501660440731,-8138.501660440731,-8138.501660440731,-8138.501660440731
90,-47037.86527291387,-7839.644212152316,-7839.644212152316,-7839.644212152316,-7839.644212152316,-7839.644212152316,-7839.644212152316
100,-46020.41992972656,-7670.06998828776,-7670.06998828776,-7670.06998828776,-7670.06998828776,-7670.06998828776,-7670.06998828776
110,-46841.1043835613,-7806.850730593554,-7806.850730593554,-7806.850730593554,-7806.850730593554,-7806.850730593554,-7806.850730593554
120,-45409.32613753615,-7568.221022922686,-7568.221022922686,-7568.221022922686,-7568.221022922686,-7568.221022922686,-7568.221022922686
130,-45682.36865578046,-7613.728109296739,-7613.728109296739,-7613.728109296739,-7613.728109296739,-7613.728109296739,-7613.728109296739
140,-44860.66189208931,-7476.776982014885,-7476.776982014885,-7476.776982014885,-7476.776982014885,-7476.776982014885,-7476.776982014885
150,-44784.23540754687,-7464.039234591144,-7464.039234591144,-7464.039234591144,-7464.039234591144,-7464.039234591144,-7464.039234591144
160,-43616.58704523333,-7269.431174205555,-7269.431174205555,-7269.431174205555,-7269.431174205555,-7269.431174205555,-7269.431174205555
170,-45120.783308415164,-7520.130551402524,-7520.130551402524,-7520.130551402524,-7520.130551402524,-7520.130551402524,-7520.130551402524
180,-44728.70693195788,-7454.784488659655,-7454.784488659655,-7454.784488659655,-7454.784488659655,-7454.784488659655,-7454.784488659655
190,-45360.248380044104,-7560.041396674026,-7560.041396674026,-7560.041396674026,-7560.041396674026,-7560.041396674026,-7560.041396674026
200,-44534.54656681442,-7422.424427802405,-7422.424427802405,-7422.424427802405,-7422.424427802405,-7422.424427802405,-7422.424427802405
210,-46580.792198061376,-7763.465366343565,-7763.465366343565,-7763.465366343565,-7763.465366343565,-7763.465366343565,-7763.465366343565
220,-46919.32771604716,-7819.887952674528,-7819.887952674528,-7819.887952674528,-7819.887952674528,-7819.887952674528,-7819.887952674528
230,-46603.93714161797,-7767.32285693633,-7767.32285693633,-7767.32285693633,-7767.32285693633,-7767.32285693633,-7767.32285693633
