episode,cum_reward,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5
10,-1031406.5999249786,-171901.09998749642,-171901.09998749642,-171901.09998749642,-171901.09998749642,-171901.09998749642,-171901.09998749642
20,-998666.2765067201,-166444.37941778667,-166444.37941778667,-166444.37941778667,-166444.37941778667,-166444.37941778667,-166444.37941778667
30,-987852.4295107002,-164642.07158511676,-164642.07158511676,-164642.07158511676,-164642.07158511676,-164642.07158511676,-164642.07158511676
40,-1003337.9494566197,-167222.99157610323,-167222.99157610323,-167222.99157610323,-167222.99157610323,-167222.99157610323,-167222.99157610323
50,-1002923.0968589786,-167153.8494764965,-167153.8494764965,-167153.8494764965,-167153.8494764965,-167153.8494764965,-167153.8494764965
60,-994578.1094975099,-165763.01824958497,-165763.01824958497,-165763.01824958497,-165763.01824958497,-165763.01824958497,-165763.01824958497
70,-1009326.8926664479,-168221.14877774141,-168221.14877774141,-168221.14877774141,-168221.14877774141,-168221.14877774141,-168221.14877774141
80,-1001604.1409077706,-166934.02348462847,-166934.02348462847,-166934.02348462847,-166934.02348462847,-166934.02348462847,-166934.02348462847
90,-994840.0144952645,-165806.66908254405,-165806.66908254405,-165806.66908254405,-165806.66908254405,-165806.66908254405,-165806.66908254405
100,-997969.5100962573,-166328.25168270967,-166328.25168270967,-166328.25168270967,-166328.25168270967,-166328.25168270967,-166328.25168270967
