episode,cum_reward,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5
10,-37440.803085382024,-6240.1338475636685,-6240.1338475636685,-6240.1338475636685,-6240.1338475636685,-6240.1338475636685,-6240.1338475636685
20,-45826.4563975465,-7637.742732924419,-7637.742732924419,-7637.742732924419,-7637.742732924419,-7637.742732924419,-7637.742732924419
30,-40138.14855804712,-6689.691426341189,-6689.691426341189,-6689.691426341189,-6689.691426341189,-6689.691426341189,-6689.691426341189
40,-37219.16477019577,-6203.1941283659635,-6203.1941283659635,-6203.1941283659635,-6203.1941283659635,-6203.1941283659635,-6203.1941283659635
50,-37252.47096026959,-6208.745160044929,-6208.745160044929,-6208.745160044929,-6208.745160044929,-6208.745160044929,-6208.745160044929
60,-40440.448819495614,-6740.074803249273,-6740.074803249273,-6740.074803249273,-6740.074803249273,-6740.074803249273,-6740.074803249273
70,-41590.68330480291,-6931.780550800482,-6931.780550800482,-6931.780550800482,-6931.780550800482,-6931.780550800482,-6931.780550800482
80,-40618.803017511884,-6769.800502918644,-6769.800502918644,-6769.800502918644,-6769.800502918644,-6769.800502918644,-6769.800502918644
90,-39410.816343533246,-6568.469390588876,-6568.469390588876,-6568.469390588876,-6568.469390588876,-6568.469390588876,-6568.469390588876
100,-38256.76292222891,-6376.12715370482,-6376.12715370482,-6376.12715370482,-6376.12715370482,-6376.12715370482,-6376.12715370482
110,-38294.55887766272,-6382.426479610453,-6382.426479610453,-6382.426479610453,-6382.426479610453,-6382.426479610453,-6382.426479610453
120,-39083.041665454024,-6513.840277575673,-6513.840277575673,-6513.840277575673,-6513.840277575673,-6513.840277575673,-6513.840277575673
130,-39799.394326388865,-6633.232387731482,-6633.232387731482,-6633.232387731482,-6633.232387731482,-6633.232387731482,-6633.232387731482
