episode,cum_reward,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5
10,-2036709.4185263216,-339451.56975438714,-339451.56975438714,-339451.56975438714,-339451.56975438714,-339451.56975438714,-339451.56975438714
20,-2031215.3246837207,-338535.887447287,-338535.887447287,-338535.887447287,-338535.887447287,-338535.887447287,-338535.887447287
30,-2021527.3585120868,-336921.2264186809,-336921.2264186809,-336921.2264186809,-336921.2264186809,-336921.2264186809,-336921.2264186809
40,-2027796.3680620536,-337966.0613436756,-337966.0613436756,-337966.0613436756,-337966.0613436756,-337966.0613436756,-337966.0613436756
50,-2022422.4855170294,-337070.4142528384,-337070.4142528384,-337070.4142528384,-337070.4142528384,-337070.4142528384,-337070.4142528384
60,-2015784.5485525406,-335964.09142542345,-335964.09142542345,-335964.09142542345,-335964.09142542345,-335964.09142542345,-335964.09142542345
70,-2023590.4712652646,-337265.0785442106,-337265.0785442106,-337265.0785442106,-337265.0785442106,-337265.0785442106,-337265.0785442106
80,-2029174.888820555,-338195.8148034259,-338195.8148034259,-338195.8148034259,-338195.8148034259,-338195.8148034259,-338195.8148034259
90,-2016890.4979163837,-336148.4163193972,-336148.4163193972,-336148.4163193972,-336148.4163193972,-336148.4163193972,-336148.4163193972
100,-2029138.516883641,-338189.7528139398,-338189.7528139398,-338189.7528139398,-338189.7528139398,-338189.7528139398,-338189.7528139398
110,-2025933.0384602298,-337655.50641003845,-337655.50641003845,-337655.50641003845,-337655.50641003845,-337655.50641003845,-337655.50641003845
120,-2021274.16191809,-336879.02698634827,-336879.02698634827,-336879.02698634827,-336879.02698634827,-336879.02698634827,-336879.02698634827
130,-2028790.5158415057,-338131.7526402509,-338131.7526402509,-338131.7526402509,-338131.7526402509,-338131.7526402509,-338131.7526402509
