episode,cum_reward,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5
10,-1797122.6825129301,-299520.44708548824,-299520.44708548824,-299520.44708548824,-299520.44708548824,-299520.44708548824,-299520.44708548824
20,-1780906.3895389463,-296817.7315898248,-296817.7315898248,-296817.7315898248,-296817.7315898248,-296817.7315898248,-296817.7315898248
30,-1788784.4813478272,-298130.7468913044,-298130.7468913044,-298130.7468913044,-298130.7468913044,-298130.7468913044,-298130.7468913044
40,-1796163.0136455004,-299360.50227425,-299360.50227425,-299360.50227425,-299360.50227425,-299360.50227425,-299360.50227425
50,-1790568.3550968815,-298428.0591828137,-298428.0591828137,-298428.0591828137,-298428.0591828137,-298428.0591828137,-298428.0591828137
60,-1786994.9736474487,-297832.4956079081,-297832.4956079081,-297832.4956079081,-297832.4956079081,-297832.4956079081,-297832.4956079081
70,-1789686.63944013,-298281.10657335503,-298281.10657335503,-298281.10657335503,-298281.10657335503,-298281.10657335503,-298281.10657335503
80,-1777541.9896311678,-296256.99827186146,-296256.99827186146,-296256.99827186146,-296256.99827186146,-296256.99827186146,-296256.99827186146
90,-1790561.292197083,-298426.8820328473,-298426.8820328473,-298426.8820328473,-298426.8820328473,-298426.8820328473,-298426.8820328473
100,-1789065.2467979523,-298177.5411329921,-298177.5411329921,-298177.5411329921,-298177.5411329921,-298177.5411329921,-298177.5411329921
110,-1790704.3439015981,-298450.7239835999,-298450.7239835999,-298450.7239835999,-298450.7239835999,-298450.7239835999,-298450.7239835999
120,-1786085.1470785458,-297680.85784642404,-297680.85784642404,-297680.85784642404,-297680.85784642404,-297680.85784642404,-297680.85784642404
130,-1774329.2384752359,-295721.53974587267,-295721.53974587267,-295721.53974587267,-295721.53974587267,-295721.53974587267,-295721.53974587267
140,-1780156.6222079056,-296692.77036798425,-296692.77036798425,-296692.77036798425,-296692.77036798425,-296692.77036798425,-296692.77036798425
150,-1781740.803522921,-296956.8005871534,-296956.8005871534,-296956.8005871534,-296956.8005871534,-296956.8005871534,-296956.8005871534
160,-1792707.6442116022,-298784.60736860044,-298784.60736860044,-298784.60736860044,-298784.60736860044,-298784.60736860044,-298784.60736860044
170,-1779377.8629777469,-296562.97716295766,-296562.97716295766,-296562.97716295766,-296562.97716295766,-296562.97716295766,-296562.97716295766
180,-1784431.1643976748,-297405.1940662793,-297405.1940662793,-297405.1940662793,-297405.1940662793,-297405.1940662793,-297405.1940662793
190,-1785114.2742243446,-297519.04570405773,-297519.04570405773,-297519.04570405773,-297519.04570405773,-297519.04570405773,-297519.04570405773
200,-1788633.7467717596,-298105.6244619599,-298105.6244619599,-298105.6244619599,-298105.6244619599,-298105.6244619599,-298105.6244619599
210,-1780767.7964486107,-296794.63274143473,-296794.63274143473,-296794.63274143473,-296794.63274143473,-296794.63274143473,-296794.63274143473
220,-1774337.8967515207,-295722.9827919199,-295722.9827919199,-295722.9827919199,-295722.9827919199,-295722.9827919199,-295722.9827919199
230,-1779605.185556678,-296600.8642594463,-296600.8642594463,-296600.8642594463,-296600.8642594463,-296600.8642594463,-296600.8642594463
240,-1781265.2430957141,-296877.5405159523,-296877.5405159523,-296877.5405159523,-296877.5405159523,-296877.5405159523,-296877.5405159523
250,-1778227.3947454083,-296371.2324575683,-296371.2324575683,-296371.2324575683,-296371.2324575683,-296371.2324575683,-296371.2324575683
260,-1777010.682448953,-296168.4470748259,-296168.4470748259,-296168.4470748259,-296168.4470748259,-296168.4470748259,-296168.4470748259
270,-1777078.5840277367,-296179.7640046227,-296179.7640046227,-296179.7640046227,-296179.7640046227,-296179.7640046227,-296179.7640046227
280,-1781334.7245358217,-296889.1207559703,-296889.1207559703,-296889.1207559703,-296889.1207559703,-296889.1207559703,-296889.1207559703
290,-1784082.5677046855,-297347.0946174476,-297347.0946174476,-297347.0946174476,-297347.0946174476,-297347.0946174476,-297347.0946174476
300,-1776929.122136968,-296154.8536894944,-296154.8536894944,-296154.8536894944,-296154.8536894944,-296154.8536894944,-296154.8536894944
310,-1781745.851808554,-296957.64196809253,-296957.64196809253,-296957.64196809253,-296957.64196809253,-296957.64196809253,-296957.64196809253
320,-1780893.687098335,-296815.6145163894,-296815.6145163894,-296815.6145163894,-296815.6145163894,-296815.6145163894,-296815.6145163894
330,-1784567.8999669068,-297427.983327818,-297427.983327818,-297427.983327818,-297427.983327818,-297427.983327818,-297427.983327818
340,-1791206.9172688504,-298534.48621147504,-298534.48621147504,-298534.48621147504,-298534.48621147504,-298534.48621147504,-298534.48621147504
350,-1780973.7476681382,-296828.95794468967,-296828.95794468967,-296828.95794468967,-296828.95794468967,-296828.95794468967,-296828.95794468967
360,-1784728.1841664289,-297454.69736107124,-297454.69736107124,-297454.69736107124,-297454.69736107124,-297454.69736107124,-297454.69736107124
370,-1786817.8996422358,-297802.9832737059,-297802.9832737059,-297802.9832737059,-297802.9832737059,-297802.9832737059,-297802.9832737059
380,-1777102.4528906145,-296183.74214843597,-296183.74214843597,-296183.74214843597,-296183.74214843597,-296183.74214843597,-296183.74214843597
390,-1776077.556088692,-296012.9260147818,-296012.9260147818,-296012.9260147818,-296012.9260147818,-296012.9260147818,-296012.9260147818
400,-1782136.9153265704,-297022.81922109507,-297022.81922109507,-297022.81922109507,-297022.81922109507,-297022.81922109507,-297022.81922109507
410,-1779222.0231849935,-296537.00386416557,-296537.00386416557,-296537.00386416557,-296537.00386416557,-296537.00386416557,-296537.00386416557
420,-1783245.7352162986,-297207.62253604934,-297207.62253604934,-297207.62253604934,-297207.62253604934,-297207.62253604934,-297207.62253604934
430,-1781040.0737166288,-296840.0122861046,-296840.0122861046,-296840.0122861046,-296840.0122861046,-296840.0122861046,-296840.0122861046
440,-1785242.4657054693,-297540.4109509116,-297540.4109509116,-297540.4109509116,-297540.4109509116,-297540.4109509116,-297540.4109509116
450,-1786830.656088638,-297805.1093481063,-297805.1093481063,-297805.1093481063,-297805.1093481063,-297805.1093481063,-297805.1093481063
460,-1787727.3918307326,-297954.5653051218,-297954.5653051218,-297954.5653051218,-297954.5653051218,-297954.5653051218,-297954.5653051218
470,-1780239.2766740222,-296706.54611233703,-296706.54611233703,-296706.54611233703,-296706.54611233703,-296706.54611233703,-296706.54611233703
480,-1781399.770839146,-296899.9618065244,-296899.9618065244,-296899.9618065244,-296899.9618065244,-296899.9618065244,-296899.9618065244
490,-1787389.9657208316,-297898.3276201386,-297898.3276201386,-297898.3276201386,-297898.3276201386,-297898.3276201386,-297898.3276201386
500,-1777048.036673924,-296174.67277898727,-296174.67277898727,-296174.67277898727,-296174.67277898727,-296174.67277898727,-296174.67277898727
510,-1785938.301485603,-297656.3835809338,-297656.3835809338,-297656.3835809338,-297656.3835809338,-297656.3835809338,-297656.3835809338
520,-1792441.0163910699,-298740.16939851193,-298740.16939851193,-298740.16939851193,-298740.16939851193,-298740.16939851193,-298740.16939851193
530,-1785476.8438515342,-297579.47397525574,-297579.47397525574,-297579.47397525574,-297579.47397525574,-297579.47397525574,-297579.47397525574
540,-1782554.254221109,-297092.3757035182,-297092.3757035182,-297092.3757035182,-297092.3757035182,-297092.3757035182,-297092.3757035182
550,-1787264.3558522712,-297877.3926420451,-297877.3926420451,-297877.3926420451,-297877.3926420451,-297877.3926420451,-297877.3926420451
560,-1783909.3182991452,-297318.21971652436,-297318.21971652436,-297318.21971652436,-297318.21971652436,-297318.21971652436,-297318.21971652436
570,-1783059.6357334345,-297176.60595557233,-297176.60595557233,-297176.60595557233,-297176.60595557233,-297176.60595557233,-297176.60595557233
