episode,cum_reward,agent_0,agent_1,agent_2
1000,-150.6698588823446,-50.258286294114875,-50.18228629411488,-50.22928629411488
2000,-125.10806487415661,-41.89068829138553,-41.76968829138553,-41.44768829138553
