episode,cum_reward,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5
10,-1532735.3218210961,-255455.88697018265,-255455.88697018265,-255455.88697018265,-255455.88697018265,-255455.88697018265,-255455.88697018265
20,-1516179.0150372083,-252696.50250620145,-252696.50250620145,-252696.50250620145,-252696.50250620145,-252696.50250620145,-252696.50250620145
30,-1522091.4042959702,-253681.9007159951,-253681.9007159951,-253681.9007159951,-253681.9007159951,-253681.9007159951,-253681.9007159951
40,-1512311.432786995,-252051.9054644992,-252051.9054644992,-252051.9054644992,-252051.9054644992,-252051.9054644992,-252051.9054644992
50,-1530987.4351399262,-255164.5725233211,-255164.5725233211,-255164.5725233211,-255164.5725233211,-255164.5725233211,-255164.5725233211
60,-1532314.1958810906,-255385.69931351504,-255385.69931351504,-255385.69931351504,-255385.69931351504,-255385.69931351504,-255385.69931351504
70,-1534201.586997656,-255700.26449960936,-255700.26449960936,-255700.26449960936,-255700.26449960936,-255700.26449960936,-255700.26449960936
80,-1527832.1178686041,-254638.68631143385,-254638.68631143385,-254638.68631143385,-254638.68631143385,-254638.68631143385,-254638.68631143385
90,-1522639.2249646217,-253773.20416077026,-253773.20416077026,-253773.20416077026,-253773.20416077026,-253773.20416077026,-253773.20416077026
100,-1520259.5659564328,-253376.59432607214,-253376.59432607214,-253376.59432607214,-253376.59432607214,-253376.59432607214,-253376.59432607214
110,-1523332.4914986822,-253888.74858311372,-253888.74858311372,-253888.74858311372,-253888.74858311372,-253888.74858311372,-253888.74858311372
120,-1516812.674380723,-252802.1123967874,-252802.1123967874,-252802.1123967874,-252802.1123967874,-252802.1123967874,-252802.1123967874
130,-1517539.546103521,-252923.25768392006,-252923.25768392006,-252923.25768392006,-252923.25768392006,-252923.25768392006,-252923.25768392006
140,-1521769.5219292815,-253628.2536548804,-253628.2536548804,-253628.2536548804,-253628.2536548804,-253628.2536548804,-253628.2536548804
150,-1518383.4734628245,-253063.91224380414,-253063.91224380414,-253063.91224380414,-253063.91224380414,-253063.91224380414,-253063.91224380414
160,-1517655.0535783465,-252942.50892972466,-252942.50892972466,-252942.50892972466,-252942.50892972466,-252942.50892972466,-252942.50892972466
170,-1516447.0195922651,-252741.1699320443,-252741.1699320443,-252741.1699320443,-252741.1699320443,-252741.1699320443,-252741.1699320443
180,-1522789.802506111,-253798.3004176851,-253798.3004176851,-253798.3004176851,-253798.3004176851,-253798.3004176851,-253798.3004176851
190,-1517716.6333165916,-252952.7722194319,-252952.7722194319,-252952.7722194319,-252952.7722194319,-252952.7722194319,-252952.7722194319
200,-1524101.8938364962,-254016.9823060826,-254016.9823060826,-254016.9823060826,-254016.9823060826,-254016.9823060826,-254016.9823060826
210,-1508617.5823696593,-251436.26372827674,-251436.26372827674,-251436.26372827674,-251436.26372827674,-251436.26372827674,-251436.26372827674
220,-1527250.330457516,-254541.72174291912,-254541.72174291912,-254541.72174291912,-254541.72174291912,-254541.72174291912,-254541.72174291912
230,-1523395.3636001355,-253899.2272666896,-253899.2272666896,-253899.2272666896,-253899.2272666896,-253899.2272666896,-253899.2272666896
240,-1522572.330348302,-253762.05505805026,-253762.05505805026,-253762.05505805026,-253762.05505805026,-253762.05505805026,-253762.05505805026
250,-1520107.9442747345,-253351.32404578914,-253351.32404578914,-253351.32404578914,-253351.32404578914,-253351.32404578914,-253351.32404578914
260,-1527313.7248155104,-254552.28746925193,-254552.28746925193,-254552.28746925193,-254552.28746925193,-254552.28746925193,-254552.28746925193
270,-1518666.7561078859,-253111.12601798074,-253111.12601798074,-253111.12601798074,-253111.12601798074,-253111.12601798074,-253111.12601798074
280,-1515862.719806267,-252643.78663437767,-252643.78663437767,-252643.78663437767,-252643.78663437767,-252643.78663437767,-252643.78663437767
290,-1509277.1788300644,-251546.19647167754,-251546.19647167754,-251546.19647167754,-251546.19647167754,-251546.19647167754,-251546.19647167754
300,-1519644.6434638207,-253274.10724397018,-253274.10724397018,-253274.10724397018,-253274.10724397018,-253274.10724397018,-253274.10724397018
310,-1519631.995609968,-253271.99926832784,-253271.99926832784,-253271.99926832784,-253271.99926832784,-253271.99926832784,-253271.99926832784
320,-1522725.6145679513,-253787.60242799204,-253787.60242799204,-253787.60242799204,-253787.60242799204,-253787.60242799204,-253787.60242799204
330,-1508825.2400361826,-251470.87333936375,-251470.87333936375,-251470.87333936375,-251470.87333936375,-251470.87333936375,-251470.87333936375
340,-1522308.7656852605,-253718.12761421004,-253718.12761421004,-253718.12761421004,-253718.12761421004,-253718.12761421004,-253718.12761421004
350,-1519793.3530790526,-253298.89217984187,-253298.89217984187,-253298.89217984187,-253298.89217984187,-253298.89217984187,-253298.89217984187
360,-1514308.693606979,-252384.78226782964,-252384.78226782964,-252384.78226782964,-252384.78226782964,-252384.78226782964,-252384.78226782964
370,-1512348.5318138744,-252058.0886356458,-252058.0886356458,-252058.0886356458,-252058.0886356458,-252058.0886356458,-252058.0886356458
380,-1518810.6521871493,-253135.10869785817,-253135.10869785817,-253135.10869785817,-253135.10869785817,-253135.10869785817,-253135.10869785817
390,-1515976.287973679,-252662.71466228002,-252662.71466228002,-252662.71466228002,-252662.71466228002,-252662.71466228002,-252662.71466228002
400,-1518376.6975929523,-253062.78293215873,-253062.78293215873,-253062.78293215873,-253062.78293215873,-253062.78293215873,-253062.78293215873
410,-1521086.2102029938,-253514.36836716588,-253514.36836716588,-253514.36836716588,-253514.36836716588,-253514.36836716588,-253514.36836716588
420,-1522236.3588882168,-253706.05981470295,-253706.05981470295,-253706.05981470295,-253706.05981470295,-253706.05981470295,-253706.05981470295
430,-1513607.3357485184,-252267.8892914195,-252267.8892914195,-252267.8892914195,-252267.8892914195,-252267.8892914195,-252267.8892914195
440,-1514975.45934152,-252495.90989025362,-252495.90989025362,-252495.90989025362,-252495.90989025362,-252495.90989025362,-252495.90989025362
450,-1512780.2945169732,-252130.04908616227,-252130.04908616227,-252130.04908616227,-252130.04908616227,-252130.04908616227,-252130.04908616227
460,-1511521.064945558,-251920.1774909264,-251920.1774909264,-251920.1774909264,-251920.1774909264,-251920.1774909264,-251920.1774909264
470,-1517465.5794692955,-252910.9299115493,-252910.9299115493,-252910.9299115493,-252910.9299115493,-252910.9299115493,-252910.9299115493
480,-1506122.0473498632,-251020.3412249771,-251020.3412249771,-251020.3412249771,-251020.3412249771,-251020.3412249771,-251020.3412249771
490,-1507125.9693904086,-251187.66156506818,-251187.66156506818,-251187.66156506818,-251187.66156506818,-251187.66156506818,-251187.66156506818
500,-1518880.6879221054,-253146.78132035086,-253146.78132035086,-253146.78132035086,-253146.78132035086,-253146.78132035086,-253146.78132035086
