episode,cum_reward,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5
10,-22708.768090634458,-3784.79468177241,-3784.79468177241,-3784.79468177241,-3784.79468177241,-3784.79468177241,-3784.79468177241
20,-28841.61904163329,-4806.936506938883,-4806.936506938883,-4806.936506938883,-4806.936506938883,-4806.936506938883,-4806.936506938883
30,-20082.277900936893,-3347.0463168228175,-3347.0463168228175,-3347.0463168228175,-3347.0463168228175,-3347.0463168228175,-3347.0463168228175
40,-20171.00524946577,-3361.834208244294,-3361.834208244294,-3361.834208244294,-3361.834208244294,-3361.834208244294,-3361.834208244294
50,-13987.742870001795,-2331.2904783336317,-2331.2904783336317,-2331.2904783336317,-2331.2904783336317,-2331.2904783336317,-2331.2904783336317
60,-12870.26970342352,-2145.044950570586,-2145.044950570586,-2145.044950570586,-2145.044950570586,-2145.044950570586,-2145.044950570586
70,-8710.643566900939,-1451.7739278168224,-1451.7739278168224,-1451.7739278168224,-1451.7739278168224,-1451.7739278168224,-1451.7739278168224
80,-9290.33921539946,-1548.3898692332427,-1548.3898692332427,-1548.3898692332427,-1548.3898692332427,-1548.3898692332427,-1548.3898692332427
90,-20686.478165638757,-3447.7463609397914,-3447.7463609397914,-3447.7463609397914,-3447.7463609397914,-3447.7463609397914,-3447.7463609397914
100,-20608.47476943812,-3434.745794906355,-3434.745794906355,-3434.745794906355,-3434.745794906355,-3434.745794906355,-3434.745794906355
110,-22351.451443390408,-3725.2419072317316,-3725.2419072317316,-3725.2419072317316,-3725.2419072317316,-3725.2419072317316,-3725.2419072317316
120,-17184.31561689936,-2864.0526028165614,-2864.0526028165614,-2864.0526028165614,-2864.0526028165614,-2864.0526028165614,-2864.0526028165614
130,-10613.450442481577,-1768.908407080263,-1768.908407080263,-1768.908407080263,-1768.908407080263,-1768.908407080263,-1768.908407080263
140,-15125.506336931972,-2520.917722821996,-2520.917722821996,-2520.917722821996,-2520.917722821996,-2520.917722821996,-2520.917722821996
150,-18952.911128221123,-3158.8185213701854,-3158.8185213701854,-3158.8185213701854,-3158.8185213701854,-3158.8185213701854,-3158.8185213701854
160,-11239.473615236137,-1873.2456025393567,-1873.2456025393567,-1873.2456025393567,-1873.2456025393567,-1873.2456025393567,-1873.2456025393567
170,-10947.100793726273,-1824.5167989543777,-1824.5167989543777,-1824.5167989543777,-1824.5167989543777,-1824.5167989543777,-1824.5167989543777
180,-14220.602226531537,-2370.100371088588,-2370.100371088588,-2370.100371088588,-2370.100371088588,-2370.100371088588,-2370.100371088588
