episode,cum_reward,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5
640,-9716.514116497136,-1619.419019416189,-1619.419019416189,-1619.419019416189,-1619.419019416189,-1619.419019416189,-1619.419019416189
650,-9211.166362787524,-1535.1943937979215,-1535.1943937979215,-1535.1943937979215,-1535.1943937979215,-1535.1943937979215,-1535.1943937979215
660,-10029.035008530374,-1671.5058347550626,-1671.5058347550626,-1671.5058347550626,-1671.5058347550626,-1671.5058347550626,-1671.5058347550626
670,-9637.996014165892,-1606.3326690276485,-1606.3326690276485,-1606.3326690276485,-1606.3326690276485,-1606.3326690276485,-1606.3326690276485
680,-9642.268358053854,-1607.0447263423086,-1607.0447263423086,-1607.0447263423086,-1607.0447263423086,-1607.0447263423086,-1607.0447263423086
690,-9656.040689678399,-1609.3401149463991,-1609.3401149463991,-1609.3401149463991,-1609.3401149463991,-1609.3401149463991,-1609.3401149463991
700,-9034.395887360928,-1505.73264789349,-1505.73264789349,-1505.73264789349,-1505.73264789349,-1505.73264789349,-1505.73264789349
710,-9630.96960263301,-1605.1616004388336,-1605.1616004388336,-1605.1616004388336,-1605.1616004388336,-1605.1616004388336,-1605.1616004388336
720,-9711.73980369161,-1618.623300615268,-1618.623300615268,-1618.623300615268,-1618.623300615268,-1618.623300615268,-1618.623300615268
730,-9037.758320972736,-1506.2930534954564,-1506.2930534954564,-1506.2930534954564,-1506.2930534954564,-1506.2930534954564,-1506.2930534954564
740,-9006.061885130117,-1501.0103141883528,-1501.0103141883528,-1501.0103141883528,-1501.0103141883528,-1501.0103141883528,-1501.0103141883528
750,-9415.26423626335,-1569.2107060438914,-1569.2107060438914,-1569.2107060438914,-1569.2107060438914,-1569.2107060438914,-1569.2107060438914
760,-9133.17331067068,-1522.1955517784454,-1522.1955517784454,-1522.1955517784454,-1522.1955517784454,-1522.1955517784454,-1522.1955517784454
770,-9117.810232345266,-1519.63503872421,-1519.63503872421,-1519.63503872421,-1519.63503872421,-1519.63503872421,-1519.63503872421
780,-9850.583145603952,-1641.7638576006598,-1641.7638576006598,-1641.7638576006598,-1641.7638576006598,-1641.7638576006598,-1641.7638576006598
790,-9394.093541431674,-1565.6822569052788,-1565.6822569052788,-1565.6822569052788,-1565.6822569052788,-1565.6822569052788,-1565.6822569052788
800,-10389.383736165408,-1731.563956027568,-1731.563956027568,-1731.563956027568,-1731.563956027568,-1731.563956027568,-1731.563956027568
810,-9523.057891621447,-1587.1763152702406,-1587.1763152702406,-1587.1763152702406,-1587.1763152702406,-1587.1763152702406,-1587.1763152702406
820,-9856.66162770431,-1642.7769379507176,-1642.7769379507176,-1642.7769379507176,-1642.7769379507176,-1642.7769379507176,-1642.7769379507176
830,-11590.299100211014,-1931.7165167018375,-1931.7165167018375,-1931.7165167018375,-1931.7165167018375,-1931.7165167018375,-1931.7165167018375
840,-10640.603414027359,-1773.433902337893,-1773.433902337893,-1773.433902337893,-1773.433902337893,-1773.433902337893,-1773.433902337893
850,-10364.558247581497,-1727.4263745969158,-1727.4263745969158,-1727.4263745969158,-1727.4263745969158,-1727.4263745969158,-1727.4263745969158
860,-9887.036780854418,-1647.8394634757362,-1647.8394634757362,-1647.8394634757362,-1647.8394634757362,-1647.8394634757362,-1647.8394634757362
870,-9797.453348093835,-1632.9088913489725,-1632.9088913489725,-1632.9088913489725,-1632.9088913489725,-1632.9088913489725,-1632.9088913489725
880,-10373.680292606408,-1728.946715434402,-1728.946715434402,-1728.946715434402,-1728.946715434402,-1728.946715434402,-1728.946715434402
890,-10023.09283707343,-1670.5154728455723,-1670.5154728455723,-1670.5154728455723,-1670.5154728455723,-1670.5154728455723,-1670.5154728455723
900,-10177.580764719834,-1696.2634607866373,-1696.2634607866373,-1696.2634607866373,-1696.2634607866373,-1696.2634607866373,-1696.2634607866373
910,-10011.018793454272,-1668.5031322423772,-1668.5031322423772,-1668.5031322423772,-1668.5031322423772,-1668.5031322423772,-1668.5031322423772
920,-10067.267816706124,-1677.87796945102,-1677.87796945102,-1677.87796945102,-1677.87796945102,-1677.87796945102,-1677.87796945102
930,-10644.581570019962,-1774.0969283366608,-1774.0969283366608,-1774.0969283366608,-1774.0969283366608,-1774.0969283366608,-1774.0969283366608
940,-10396.959425263183,-1732.8265708771971,-1732.8265708771971,-1732.8265708771971,-1732.8265708771971,-1732.8265708771971,-1732.8265708771971
950,-10198.685691116243,-1699.7809485193739,-1699.7809485193739,-1699.7809485193739,-1699.7809485193739,-1699.7809485193739,-1699.7809485193739
960,-10358.083120948886,-1726.3471868248155,-1726.3471868248155,-1726.3471868248155,-1726.3471868248155,-1726.3471868248155,-1726.3471868248155
970,-10533.943932715845,-1755.6573221193084,-1755.6573221193084,-1755.6573221193084,-1755.6573221193084,-1755.6573221193084,-1755.6573221193084
980,-10032.458380778888,-1672.0763967964824,-1672.0763967964824,-1672.0763967964824,-1672.0763967964824,-1672.0763967964824,-1672.0763967964824
990,-10462.127164054667,-1743.6878606757796,-1743.6878606757796,-1743.6878606757796,-1743.6878606757796,-1743.6878606757796,-1743.6878606757796
1000,-10343.464748316528,-1723.9107913860873,-1723.9107913860873,-1723.9107913860873,-1723.9107913860873,-1723.9107913860873,-1723.9107913860873
1010,-11397.179579235784,-1899.529929872632,-1899.529929872632,-1899.529929872632,-1899.529929872632,-1899.529929872632,-1899.529929872632
1020,-11071.268655344746,-1845.211442557456,-1845.211442557456,-1845.211442557456,-1845.211442557456,-1845.211442557456,-1845.211442557456
