episode,cum_reward,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5
10,-38344.239617785744,-6390.7066029642965,-6390.7066029642965,-6390.7066029642965,-6390.7066029642965,-6390.7066029642965,-6390.7066029642965
20,-7948.553233094934,-1324.7588721824886,-1324.7588721824886,-1324.7588721824886,-1324.7588721824886,-1324.7588721824886,-1324.7588721824886
30,-13855.247353327624,-2309.207892221272,-2309.207892221272,-2309.207892221272,-2309.207892221272,-2309.207892221272,-2309.207892221272
40,-24824.717296138107,-4137.452882689688,-4137.452882689688,-4137.452882689688,-4137.452882689688,-4137.452882689688,-4137.452882689688
50,-40212.43391351482,-6702.072318919139,-6702.072318919139,-6702.072318919139,-6702.072318919139,-6702.072318919139,-6702.072318919139
60,-49649.00853396551,-8274.834755660919,-8274.834755660919,-8274.834755660919,-8274.834755660919,-8274.834755660919,-8274.834755660919
70,-20760.516254723054,-3460.086042453838,-3460.086042453838,-3460.086042453838,-3460.086042453838,-3460.086042453838,-3460.086042453838
80,-19303.144530144215,-3217.190755024034,-3217.190755024034,-3217.190755024034,-3217.190755024034,-3217.190755024034,-3217.190755024034
90,-44632.334050621546,-7438.72234177026,-7438.72234177026,-7438.72234177026,-7438.72234177026,-7438.72234177026,-7438.72234177026
100,-43170.22006665661,-7195.036677776103,-7195.036677776103,-7195.036677776103,-7195.036677776103,-7195.036677776103,-7195.036677776103
110,-42308.03425249383,-7051.339042082303,-7051.339042082303,-7051.339042082303,-7051.339042082303,-7051.339042082303,-7051.339042082303
120,-46302.274248203226,-7717.045708033873,-7717.045708033873,-7717.045708033873,-7717.045708033873,-7717.045708033873,-7717.045708033873
130,-53230.7053874019,-8871.784231233647,-8871.784231233647,-8871.784231233647,-8871.784231233647,-8871.784231233647,-8871.784231233647
140,-66041.91513334254,-11006.985855557088,-11006.985855557088,-11006.985855557088,-11006.985855557088,-11006.985855557088,-11006.985855557088
150,-72576.35698051103,-12096.05949675183,-12096.05949675183,-12096.05949675183,-12096.05949675183,-12096.05949675183,-12096.05949675183
160,-74415.22267859665,-12402.537113099443,-12402.537113099443,-12402.537113099443,-12402.537113099443,-12402.537113099443,-12402.537113099443
170,-70002.28789066956,-11667.04798177827,-11667.04798177827,-11667.04798177827,-11667.04798177827,-11667.04798177827,-11667.04798177827
180,-65430.12596635638,-10905.020994392737,-10905.020994392737,-10905.020994392737,-10905.020994392737,-10905.020994392737,-10905.020994392737
190,-59203.83262666756,-9867.305437777923,-9867.305437777923,-9867.305437777923,-9867.305437777923,-9867.305437777923,-9867.305437777923
200,-57369.423214772214,-9561.57053579536,-9561.57053579536,-9561.57053579536,-9561.57053579536,-9561.57053579536,-9561.57053579536
210,-59063.92898286796,-9843.988163811326,-9843.988163811326,-9843.988163811326,-9843.988163811326,-9843.988163811326,-9843.988163811326
220,-62043.51770663774,-10340.586284439618,-10340.586284439618,-10340.586284439618,-10340.586284439618,-10340.586284439618,-10340.586284439618
230,-65815.19926277798,-10969.19987712966,-10969.19987712966,-10969.19987712966,-10969.19987712966,-10969.19987712966,-10969.19987712966
240,-66997.6818111024,-11166.280301850402,-11166.280301850402,-11166.280301850402,-11166.280301850402,-11166.280301850402,-11166.280301850402
250,-67235.049345838,-11205.841557639658,-11205.841557639658,-11205.841557639658,-11205.841557639658,-11205.841557639658,-11205.841557639658
260,-64384.12991766521,-10730.68831961087,-10730.68831961087,-10730.68831961087,-10730.68831961087,-10730.68831961087,-10730.68831961087
270,-64766.50928940288,-10794.418214900481,-10794.418214900481,-10794.418214900481,-10794.418214900481,-10794.418214900481,-10794.418214900481
280,-63692.67492556114,-10615.445820926854,-10615.445820926854,-10615.445820926854,-10615.445820926854,-10615.445820926854,-10615.445820926854
290,-64037.41852189113,-10672.903086981856,-10672.903086981856,-10672.903086981856,-10672.903086981856,-10672.903086981856,-10672.903086981856
300,-63546.96573278621,-10591.16095546437,-10591.16095546437,-10591.16095546437,-10591.16095546437,-10591.16095546437,-10591.16095546437
310,-62172.86963720222,-10362.144939533699,-10362.144939533699,-10362.144939533699,-10362.144939533699,-10362.144939533699,-10362.144939533699
320,-60778.31606184524,-10129.719343640882,-10129.719343640882,-10129.719343640882,-10129.719343640882,-10129.719343640882,-10129.719343640882
