episode,cum_reward,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5
10,-32372.73779416254,-5395.456299027094,-5395.456299027094,-5395.456299027094,-5395.456299027094,-5395.456299027094,-5395.456299027094
20,-28071.143424182927,-4678.52390403049,-4678.52390403049,-4678.52390403049,-4678.52390403049,-4678.52390403049,-4678.52390403049
30,-29611.221082932276,-4935.203513822051,-4935.203513822051,-4935.203513822051,-4935.203513822051,-4935.203513822051,-4935.203513822051
40,-32275.879993976145,-5379.313332329359,-5379.313332329359,-5379.313332329359,-5379.313332329359,-5379.313332329359,-5379.313332329359
50,-34675.95294930141,-5779.325491550238,-5779.325491550238,-5779.325491550238,-5779.325491550238,-5779.325491550238,-5779.325491550238
60,-37658.79359602141,-6276.4655993369,-6276.4655993369,-6276.4655993369,-6276.4655993369,-6276.4655993369,-6276.4655993369
70,-38327.39019088261,-6387.898365147101,-6387.898365147101,-6387.898365147101,-6387.898365147101,-6387.898365147101,-6387.898365147101
80,-37432.664171307944,-6238.77736188466,-6238.77736188466,-6238.77736188466,-6238.77736188466,-6238.77736188466,-6238.77736188466
90,-42849.58295931849,-7141.597159886413,-7141.597159886413,-7141.597159886413,-7141.597159886413,-7141.597159886413,-7141.597159886413
100,-53336.806526720735,-8889.46775445346,-8889.46775445346,-8889.46775445346,-8889.46775445346,-8889.46775445346,-8889.46775445346
110,-54360.83845076718,-9060.139741794528,-9060.139741794528,-9060.139741794528,-9060.139741794528,-9060.139741794528,-9060.139741794528
120,-54454.31193889901,-9075.71865648317,-9075.71865648317,-9075.71865648317,-9075.71865648317,-9075.71865648317,-9075.71865648317
130,-56372.88763115958,-9395.481271859931,-9395.481271859931,-9395.481271859931,-9395.481271859931,-9395.481271859931,-9395.481271859931
140,-58626.180092895986,-9771.03001548267,-9771.03001548267,-9771.03001548267,-9771.03001548267,-9771.03001548267,-9771.03001548267
150,-63378.1405765216,-10563.02342942027,-10563.02342942027,-10563.02342942027,-10563.02342942027,-10563.02342942027,-10563.02342942027
160,-63833.65093392869,-10638.941822321449,-10638.941822321449,-10638.941822321449,-10638.941822321449,-10638.941822321449,-10638.941822321449
170,-60692.66864928596,-10115.444774880994,-10115.444774880994,-10115.444774880994,-10115.444774880994,-10115.444774880994,-10115.444774880994
180,-58268.36379833183,-9711.393966388641,-9711.393966388641,-9711.393966388641,-9711.393966388641,-9711.393966388641,-9711.393966388641
190,-61454.33339918058,-10242.388899863434,-10242.388899863434,-10242.388899863434,-10242.388899863434,-10242.388899863434,-10242.388899863434
200,-64116.63899519304,-10686.106499198839,-10686.106499198839,-10686.106499198839,-10686.106499198839,-10686.106499198839,-10686.106499198839
210,-61645.97872173369,-10274.32978695562,-10274.32978695562,-10274.32978695562,-10274.32978695562,-10274.32978695562,-10274.32978695562
220,-64294.563953401135,-10715.760658900188,-10715.760658900188,-10715.760658900188,-10715.760658900188,-10715.760658900188,-10715.760658900188
230,-62298.94021691367,-10383.15670281895,-10383.15670281895,-10383.15670281895,-10383.15670281895,-10383.15670281895,-10383.15670281895
240,-60934.24886995156,-10155.708144991922,-10155.708144991922,-10155.708144991922,-10155.708144991922,-10155.708144991922,-10155.708144991922
250,-60504.22778158267,-10084.03796359711,-10084.03796359711,-10084.03796359711,-10084.03796359711,-10084.03796359711,-10084.03796359711
260,-64636.09328900017,-10772.682214833365,-10772.682214833365,-10772.682214833365,-10772.682214833365,-10772.682214833365,-10772.682214833365
270,-62355.99388307838,-10392.665647179727,-10392.665647179727,-10392.665647179727,-10392.665647179727,-10392.665647179727,-10392.665647179727
280,-62280.41984074252,-10380.069973457083,-10380.069973457083,-10380.069973457083,-10380.069973457083,-10380.069973457083,-10380.069973457083
290,-62156.82235963908,-10359.470393273183,-10359.470393273183,-10359.470393273183,-10359.470393273183,-10359.470393273183,-10359.470393273183
300,-62605.73009604377,-10434.28834934063,-10434.28834934063,-10434.28834934063,-10434.28834934063,-10434.28834934063,-10434.28834934063
310,-62433.418969314036,-10405.569828219,-10405.569828219,-10405.569828219,-10405.569828219,-10405.569828219,-10405.569828219
320,-63188.34309015066,-10531.39051502511,-10531.39051502511,-10531.39051502511,-10531.39051502511,-10531.39051502511,-10531.39051502511
330,-62488.49121737337,-10414.7485362289,-10414.7485362289,-10414.7485362289,-10414.7485362289,-10414.7485362289,-10414.7485362289
340,-62681.24140306484,-10446.87356717748,-10446.87356717748,-10446.87356717748,-10446.87356717748,-10446.87356717748,-10446.87356717748
350,-62997.59749632092,-10499.599582720155,-10499.599582720155,-10499.599582720155,-10499.599582720155,-10499.599582720155,-10499.599582720155
360,-63275.46851916477,-10545.911419860793,-10545.911419860793,-10545.911419860793,-10545.911419860793,-10545.911419860793,-10545.911419860793
370,-63184.688748249624,-10530.781458041605,-10530.781458041605,-10530.781458041605,-10530.781458041605,-10530.781458041605,-10530.781458041605
380,-62071.332790198816,-10345.2221316998,-10345.2221316998,-10345.2221316998,-10345.2221316998,-10345.2221316998,-10345.2221316998
390,-63425.5762460081,-10570.929374334677,-10570.929374334677,-10570.929374334677,-10570.929374334677,-10570.929374334677,-10570.929374334677
400,-64535.641870761465,-10755.940311793578,-10755.940311793578,-10755.940311793578,-10755.940311793578,-10755.940311793578,-10755.940311793578
410,-62849.835127170605,-10474.972521195103,-10474.972521195103,-10474.972521195103,-10474.972521195103,-10474.972521195103,-10474.972521195103
420,-62915.64667992409,-10485.941113320685,-10485.941113320685,-10485.941113320685,-10485.941113320685,-10485.941113320685,-10485.941113320685
430,-58235.53390627606,-9705.922317712677,-9705.922317712677,-9705.922317712677,-9705.922317712677,-9705.922317712677,-9705.922317712677
440,-57350.54375210096,-9558.423958683497,-9558.423958683497,-9558.423958683497,-9558.423958683497,-9558.423958683497,-9558.423958683497
450,-62653.60599133421,-10442.267665222373,-10442.267665222373,-10442.267665222373,-10442.267665222373,-10442.267665222373,-10442.267665222373
460,-63668.26696924737,-10611.37782820789,-10611.37782820789,-10611.37782820789,-10611.37782820789,-10611.37782820789,-10611.37782820789
470,-63132.87201642457,-10522.145336070766,-10522.145336070766,-10522.145336070766,-10522.145336070766,-10522.145336070766,-10522.145336070766
480,-62687.82739264894,-10447.971232108153,-10447.971232108153,-10447.971232108153,-10447.971232108153,-10447.971232108153,-10447.971232108153
490,-63059.36833425499,-10509.894722375835,-10509.894722375835,-10509.894722375835,-10509.894722375835,-10509.894722375835,-10509.894722375835
500,-61901.9517064848,-10316.991951080803,-10316.991951080803,-10316.991951080803,-10316.991951080803,-10316.991951080803,-10316.991951080803
