episode,cum_reward,agent_0,agent_1,agent_2
1000,-153.9662021924353,-51.3102340641451,-51.3002340641451,-51.3557340641451
2000,-151.21703179451094,-50.39817726483698,-50.38117726483698,-50.43767726483698
